"","Nest_ID","a1000_areaam1","a1000_areaam2","a1000_areacv1","a1000_areacv2","a1000_areamn1","a1000_areamn2","a1000_ca1","a1000_ca2","a1000_contag","a1000_lpi","a1000_lpi1","a1000_lpi2","a1000_np","a1000_np1","a1000_np2","a1000_pd","a1000_pd1","a1000_pd2","a1000_pland1","a1000_pland2","a1000_proxam","a1000_proxam1","a1000_proxam2","a1000_proxcv","a1000_proxcv1","a1000_proxcv2","a1000_proxmn","a1000_proxmn1","a1000_proxmn2","a1000_Ha","a1000_PBu","a1000_RxBu","a1000_WFBu"
"70","EMMAOR_NCLIFFC1-07A_2019",21.0025005,13.0732002,295.2109985,259.7139893,2.16188,1.68792,103.7699966,89.4599991,7.9499998,13.7284002,13.7284002,7.4801998,101,48,53,32.9193993,15.6449003,17.2744999,33.8222008,29.1581001,71.8739014,96.0830002,43.7923012,85.7042999,81.0091019,64.9794006,43.3230019,56.6595001,31.2446003,0,0,0,0
"71","EMMAOR_NCLIFFC1-08A_2015",65.3599014,7.8573599,431.1119995,254.401001,3.33711,1.05158,126.8099976,79.9199982,10.5930004,29.1287994,29.1287994,5.6908202,114,38,76,37.1565018,12.3855,24.7709999,41.3317986,26.0487003,55.0766983,81.1672974,13.6782999,140.1230011,62.6323013,79.3416977,58.7638016,146.7649994,14.7634001,0,0,0,0
"72","EMMAOR_NCLIFFC1-08A_2016",67.6455002,8.5230904,448.1520081,256.70401,3.20838,1.12299,118.7099991,75.2399979,10.8544998,28.8353996,28.8353996,5.8668199,104,37,67,33.8972015,12.0595999,21.8376007,38.6917,24.5233002,65.8666,96.691597,17.2322998,137.9100037,72.3336029,85.9420013,56.5894012,128.7169952,16.7579002,0,0,0,0
"73","EMMAOR_NCLIFFC1-08A_2017",64.4804993,8.4245195,445.6740112,261.1099854,3.09073,1.0776,126.7200012,80.8199997,10.5565004,28.9528008,28.9528008,6.3068299,116,41,75,37.8083992,13.3633003,24.4451008,41.3023987,26.3419991,55.3973999,82.0531006,13.6032,135.1269989,59.1021996,79.4138031,63.2070007,152.3480072,14.4765997,0,0,0,0
"74","EMMAOR_NCLIFFC1-08A_2019",64.4804993,8.4245195,445.6740112,261.1099854,3.09073,1.0776,126.7200012,80.8199997,10.5565004,28.9528008,28.9528008,6.3068299,116,41,75,37.8083992,13.3633003,24.4451008,41.3023987,26.3419991,55.3973999,82.0531006,13.6032,135.1269989,59.1021996,79.4138031,63.2070007,152.3480072,14.4765997,0,0,0,0
"75","EMMAOR_NCLIFFC1-08B_2017",67.6455002,8.5230904,448.1520081,256.70401,3.20838,1.12299,118.7099991,75.2399979,10.8544998,28.8353996,28.8353996,5.8668199,104,37,67,33.8972015,12.0595999,21.8376007,38.6917,24.5233002,65.8666,96.691597,17.2322998,137.9100037,72.3336029,85.9420013,56.5894012,128.7169952,16.7579002,0,0,0,0
"76","EMMAOR_NCLIFFC2-04A_2017",118.0309982,8.8437204,535.7670288,354.7430115,3.9735,0.651028,158.9400024,69.6600037,14.7630997,44.5292015,44.5292015,6.3068299,147,40,107,47.9123993,13.0374002,34.875,51.8040009,22.7045994,70.9665985,93.5646973,19.4057007,158.4160004,48.4003983,95.8880005,86.6315994,278.3800049,14.9497995,0,0,0,0
"77","EMMAOR_NCLIFFC2-06A_2019",144.7160034,3.8817301,553.7390137,294.4200134,4.57054,0.401489,169.1100006,56.6100006,21.0785999,50.9533997,50.9533997,4.0187702,178,37,141,58.0163994,12.0595999,45.9567986,55.1188011,18.4512005,47.7979012,59.4821014,12.8940001,185.5579987,27.9974003,114.6190033,85.9461975,381.9119873,8.2814798,0,0,0,0
"78","EMMAOR_NCLIFFC2-07A_2015",163.1660004,0.882239,437.052002,145.1950073,8.1171398,0.283846,170.4600067,40.5900002,30.8743992,54.3560982,54.3560982,0.968026,164,21,143,53.4533005,6.8446298,46.6086998,55.5587997,13.2297001,16.2007999,18.7465992,5.5096102,255.1679993,31.2646008,60.0768013,55.382,404.6640015,4.0888901,0,0,0,0
"79","EMMAOR_NCLIFFC2-08A_2019",156.6499939,0.737826,392.9190063,137.5169983,9.5294104,0.255205,162,37.2599983,31.7686005,51.9213982,51.9213982,0.968026,163,17,146,53.1273003,5.5408902,47.5864983,52.8013992,12.1443005,12.2739,13.9680004,4.9081502,279.9750061,25.5384998,64.9107971,45.6254005,406.7770081,3.57357,0,0,0,0
"80","EMMAOR_NCLIFFC2-10A_2017",49.7957001,65.0108032,503.6879883,663.5059814,1.88833,1.44391,101.9700012,99.6299973,10.5855999,26.1954002,22.9393005,26.1954002,123,54,69,40.0900002,17.6005001,22.4895,33.2355995,32.4729004,12.1219997,12.2284002,12.0130997,169.8070068,144.6239929,194.8760071,31.3113995,36.4720001,27.2726994,0,0,0,0
"81","EMMAOR_NCUBT1-10A_2014",113.3440018,5.3950801,550.1270142,255.2890015,3.62538,0.717692,141.3899994,55.9799995,25.4477997,41.2144012,41.2144012,4.4587898,117,39,78,38.1343002,12.7114,25.4228992,46.0839005,18.2458,46.6175995,61.8989983,8.0208998,151.201004,49.1383018,105.2429962,84.0496979,236.4069977,7.8712902,11.8509998,8.7086601,100,0
"82","EMMAOR_NCUBT1-10A_2015",127.0350037,3.10991,498.2479858,225.3829956,4.9190602,0.511519,157.4100037,40.4099998,37.6111984,46.0251999,46.0251999,3.1387501,111,32,79,36.1786995,10.4299002,25.7488003,51.3054008,13.1709995,57.9599991,70.8309021,7.8238301,180.102005,59.0489998,110.8679962,76.2029037,251.5350037,5.1823802,21.0618992,9.5012302,100,0
"83","EMMAOR_NCUBT1-10A_2016",131.2709961,4.2961202,528.0390015,254.3359985,4.5450001,0.575217,163.6199951,39.6899986,40.260601,47.7266006,47.7266006,2.8747399,105,36,69,34.2230988,11.7335997,22.4895,53.3293991,12.9363003,55.979599,66.6868973,11.8395996,165.2420044,62.9653015,106.2190018,88.6336975,247.201004,5.9032202,18.6271992,8.94102,100,0
"84","EMMAOR_NCUBT2-02A_2016",9.9281998,25.2933006,313.6879883,321.8429871,0.915882,2.22686,77.8499985,77.9400024,16.0660992,13.7869997,7.06952,13.7869997,120,85,35,39.1122017,27.7043991,11.4076996,25.3740005,25.4032993,36.9636993,38.2499008,35.6790009,106.060997,87.7502975,112.3180008,25.5611,21.8267994,34.6300011,40.3931007,22.0167007,69.9620972,0
"85","EMMAOR_NCUBT2-02A_2021",9.0361605,17.6028996,340.5570068,301.1149902,0.717273,1.74857,71.0100021,61.2000008,18.573,9.9442701,7.06952,9.9442701,134,99,35,43.6752014,32.2675018,11.4076996,23.1445999,19.9472008,20.8153992,22.5226994,18.8344994,103.3570023,97.2677994,116.6829987,18.7031994,18.3544998,19.6896992,43.1212006,42.9034996,49.9029007,0
"86","EMMAOR_NCUBT2-03A_2014",8.7332802,24.8211002,271.5369873,347.32901,1.043,1.9,93.8700027,85.5,15.7995996,14.3444004,6.8348498,14.3444004,135,90,45,44.0012016,29.3341007,14.6671,30.5955009,27.8673992,38.1063004,37.2831001,39.0101013,102.4140015,69.7031021,107.7139969,28.1984997,22.5181007,39.5592995,28.1900997,18.2322006,76.1625977,0
"87","EMMAOR_NCUBT2-03A_2015",8.7332802,24.8211002,271.5369873,347.32901,1.043,1.9,93.8700027,85.5,15.7995996,14.3444004,6.8348498,14.3444004,135,90,45,44.0012016,29.3341007,14.6671,30.5955009,27.8673992,38.1063004,37.2831001,39.0101013,102.4140015,69.7031021,107.7139969,28.1984997,22.5181007,39.5592995,41.4491005,18.2322006,76.1625977,0
"88","EMMAOR_NCUBT2-08A_2019",75.9292984,7.90416,585.776001,252.5319977,2.1501601,1.07143,137.6100006,67.5,21.6002998,33.2061996,33.2061996,5.72015,127,64,63,41.3936996,20.8598003,20.5338993,44.8518982,22.0006008,38.9454002,47.6908989,21.1161995,159.9329987,115.4560013,116.1699982,50.1170006,86.1371002,13.5251999,39.0437012,39.1571007,82.4522018,0
"89","EMMAOR_NCUBT2-10A_2015",118.4909973,6.7678199,562.1309814,265.8160095,3.6347699,0.839077,159.9299927,54.5400009,29.0720997,44.8224983,44.8224983,5.1334701,109,44,65,35.5269012,14.3410997,21.1858006,52.1267014,17.7765007,45.2080994,57.2410011,9.9233799,153.0410004,71.9697037,103.9950027,87.7090988,204.4680023,8.6726599,11.9682999,0,78.0850983,0
"90","EMMAOR_NCUBT2-10A_2016",123.1230011,9.6004105,558.7940063,307.9989929,3.8207099,0.915517,160.4700012,53.0999985,29.5515995,45.7612,45.7612,6.4828401,100,42,58,32.5934982,13.6892996,18.9041996,52.3027,17.3071003,36.1346016,43.0339012,15.2846003,138.4400024,63.4320984,128.9429932,102.6200027,227.503006,12.1884003,3.1094201,1.16179,68.1669006,0
"91","EMMAOR_NCUBT2-10A_2017",96.5317993,8.9902697,536.927002,272.0169983,3.2361701,1.0703599,152.1000061,59.9399986,25.0401993,39.3664017,39.3664017,6.4535098,103,47,56,33.5713005,15.3189001,18.2523003,49.5746994,19.5365009,42.8151016,53.1503983,16.5886993,143.3399963,80.1406021,122.4800034,79.8592987,160.3829956,12.2763996,37.5182991,10.6630001,66.0279007,0
"92","EMMAOR_NCUBT2-10A_2021",82.3052979,9.1344004,499.2369995,269.1730042,3.17489,1.10782,149.2200012,60.9300003,24.0918007,35.8170013,35.8170013,6.4828401,102,47,55,33.2453003,15.3189001,17.9263992,48.6360016,19.8591995,46.4379005,58.1453018,17.7661991,139.3000031,80.322197,121.4440002,73.2258987,143.0980072,13.5166998,38.3983994,37.868,62.2210999,0
"93","EMMAOR_NDUGC1-01A_2014",7.3151598,157.3560028,229.5070038,503.1539917,1.16719,5.9793701,37.3499985,191.3399963,48.7545013,56.5267982,4.6347899,56.5267982,64,32,32,20.8598003,10.4299002,10.4299002,12.1737003,62.3642998,57.6343994,8.7983398,67.1673965,124.6480026,129.9889984,58.3030014,149.8240051,7.3210702,292.3280029,0,0,0.009549,0
"94","EMMAOR_NDUGC1-01A_2015",7.3151598,157.3560028,229.5070038,503.1539917,1.16719,5.9793701,37.3499985,191.3399963,48.7545013,56.5267982,4.6347899,56.5267982,64,32,32,20.8598003,10.4299002,10.4299002,12.1737003,62.3642998,57.6343994,8.7983398,67.1673965,124.6480026,129.9889984,58.3030014,149.8240051,7.3210702,292.3280029,0,0,0.009549,0
"95","EMMAOR_NDUGC1-01A_2016",7.3151598,157.3560028,229.5070038,503.1539917,1.16719,5.9793701,37.3499985,191.3399963,48.7545013,56.5267982,4.6347899,56.5267982,64,32,32,20.8598003,10.4299002,10.4299002,12.1737003,62.3642998,57.6343994,8.7983398,67.1673965,124.6480026,129.9889984,58.3030014,149.8240051,7.3210702,292.3280029,0,0,0.009549,0
"96","EMMAOR_NDUGC1-01A_2017",7.17943,139.5970001,229.5160065,566.2919922,1.14545,4.2214298,37.7999992,177.3000031,46.8091011,51.2467003,4.6347899,51.2467003,75,33,42,24.4451008,10.7558002,13.6892996,12.3203001,57.7882004,53.6314011,9.14188,63.1165009,134.4259949,139.3730011,80.8672028,118.3799973,6.9651799,205.9199982,0,0,0,0
"97","EMMAOR_NDUGC1-03A_2014",6.8304801,180.1320038,242.5809937,461.6480103,0.992143,8.0733299,41.6699982,217.9799957,48.1236,64.5056992,4.5761199,64.5056992,69,42,27,22.4895,13.6892996,8.80023,13.5817003,71.0472031,60.6562996,8.4983997,70.6269989,167.6649933,102.8820038,77.7563019,103.8330002,6.2286301,255.6629944,4.4001198,0.003183,4.5198498,0
"98","EMMAOR_NDUGC1-04A_2014",4.11274,239.2290039,185.9019928,263,0.922979,30.2175007,43.3800011,241.7400055,49.5800018,78.3807983,2.34673,78.3807983,55,47,8,17.9263992,15.3189001,2.60748,14.1389999,78.7913971,4.8764901,7.00036,4.4953699,267.644989,77.3405991,64.1155014,52.8967018,5.1629801,333.3320007,1.55471,0,2.2344601,0
"99","EMMAOR_NDUGC1-05A_2017",4.4006801,228.7389984,187.5919952,295.6589966,0.9738,23.4810009,48.6899986,234.8099976,46.0049019,75.5353012,2.5520699,75.5353012,60,50,10,19.5561008,16.2966995,3.2593501,15.8697996,76.5326996,8.6158304,12.1034002,7.8926601,283.5429993,103.5390015,93.8984985,44.9571991,5.7508502,240.9889984,6.8348498,0,6.9675698,0
"100","EMMAOR_NDUGC1-06A_2017",11.0381002,16.1734009,326.1409912,313.9710083,0.948553,1.48957,72.0899963,102.7799988,16.4123001,8.9175701,7.12819,8.9175701,145,76,69,47.2605019,24.7709999,22.4895,23.4965992,33.4995995,46.4915009,34.8120995,54.6834984,91.1701965,111.2779999,63.1104012,29.1721001,16.4500999,43.1847,7.9202099,1.93208,9.0810699,0
"101","EMMAOR_NDUGC1-06A_2019",58.0894012,59.2885017,461.9580078,490.7680054,2.6001799,2.3634801,143.0099945,108.7200012,12.8785,28.3367996,28.3367996,25.9314003,101,55,46,32.9193993,17.9263992,14.993,46.6119003,35.4356003,85.927002,108.8089981,55.8282013,95.6223984,81.0942993,114.7129974,84.0542984,102.0299988,62.5610008,36.4916,1.37823,36.3210983,0
"102","EMMAOR_NDUGC1-06B_2017",121.3379974,33.5612984,599.7319946,467.4129944,3.2822399,1.46893,160.8300018,82.2600021,19.9724007,45.4972,45.4972,16.8083992,105,49,56,34.2230988,15.9708004,18.2523003,52.4201012,26.8113995,50.2798004,52.327301,46.2766991,121.0270004,69.6356964,142.3880005,111.3379974,205.1869965,29.2192993,51.7159996,1.76656,51.5643997,0
"103","EMMAOR_NDUGC1-10A_2016",40.8792992,131.1869965,442.0669861,383.2600098,1.99,8.3618202,89.5500031,183.9600067,24.7199001,50.2492981,19.2724991,50.2492981,67,45,22,21.8376007,14.6671,7.1705599,29.1874008,59.9589005,33.9659004,53.9765015,24.2250004,125.2549973,143.4810028,91.2156982,52.9370003,37.2569008,85.0100021,0.234673,0,0.296018,0
"104","EMMAOR_NDUGC1-10A_2017",69.8145981,89.6518021,428.506012,371.5130005,3.6058099,6.0566702,111.7799988,163.5299988,19.0865993,38.3689995,28.5128002,38.3689995,58,31,27,18.9041996,10.1040001,8.80023,36.4329987,53.3000984,46.6898994,62.0461998,36.1932983,99.1362991,114.0199966,80.149498,77.6988983,76.4031982,79.1865005,1.81872,0,2.2312801,0
"105","EMMAOR_NELKT1-05A_2014",18.1961994,195.371994,317.0669861,434.7210083,1.64625,9.8185701,79.0199966,206.1900024,28.5634003,65.4151001,10.9415998,65.4151001,69,48,21,22.4895,15.6449003,6.8446298,25.7553997,67.2044983,18.6923008,48.7938004,7.1563001,174.3000031,123.7509995,97.2602005,78.7565002,25.2882996,200.9700012,0,0,0,0
"106","EMMAOR_NELKT1-05A_2015",17.0713005,196.4459991,309.0270081,445.7489929,1.61816,9.4131804,79.2900009,207.0899963,28.7222004,65.7378006,10.4722996,65.7378006,71,49,22,23.1413994,15.9708004,7.1705599,25.843399,67.4978027,18.8159008,46.2507019,8.3117704,169.7709961,117.9469986,88.6026001,87.9888,24.5834007,229.2100067,0,0,0,0
"107","EMMAOR_NELKT1-10A_2014",69.7186966,89.4878998,464.3559875,576.5269775,3.0899999,2.6136701,120.5100021,128.0700073,17.5674992,34.8488998,29.6275005,34.8488998,88,39,49,28.6821995,12.7114,15.9708004,39.2784004,41.7424011,43.9842987,68.0280991,21.3598995,124.1309967,113.8539963,133,80.9192963,86.0671997,76.8218994,2.02405,0,0,0
"108","EMMAOR_NELKT2-01A_2021",21.8603001,82.2334976,370.243988,577.3800049,1.48629,2.3949201,104.0400009,141.3000031,10.0077,34.9956017,14.2856998,34.9956017,129,70,59,42.0456009,22.8153992,19.2301006,33.9101982,46.0545998,34.4878006,25.1751995,41.3446999,123.2289963,97.0353012,98.8237,65.3936005,33.8112984,102.8639984,68.0550995,49.8965988,0.257822,0
"109","EMMAOR_NELKT2-02A_2015",67.3087997,79.5196991,506.8529968,567.9609985,2.5218699,2.391,121.0500031,143.4600067,10.6805,34.6142998,29.2460995,34.6142998,108,48,60,35.200901,15.6449003,19.5561008,39.4543991,46.7585983,36.8325996,28.0044994,44.281601,112.9589996,103.0289993,121.3820038,83.8500977,88.2850037,80.3022995,0,0,0,0
"110","EMMAOR_NELKT2-02A_2021",92.5742035,59.0850983,533.5120239,565.0209961,3.142,1.7945499,141.3899994,118.4400024,11.5177002,37.1957016,37.1957016,27.1341,111,45,66,36.1786995,14.6671,21.5116997,46.0839005,38.6036987,22.3602009,24.2663994,20.0846996,142.6679993,114.9680023,149.1649933,67.7137985,106.2399979,41.4458008,49.4572983,45.1665993,0.623866,0
"111","EMMAOR_NELKT2-04A_2015",137.3600006,3.01843,439.8819885,250.8820038,6.75,0.413814,182.25,40.1399994,36.135601,51.2173996,51.2173996,2.5227301,124,27,97,40.4159012,8.80023,31.6156998,59.4015999,13.0830002,79.3563995,94.9719009,8.4562702,208.154007,55.2560997,108.1480026,65.6187973,283.9880066,4.8355999,72.9245987,66.5944977,2.5591199,0
"112","EMMAOR_NELKT2-04A_2016",157.1779938,3.0306399,417.8859863,252.4019928,8.5131798,0.411176,187.2899933,41.9399986,35.2736015,55.793499,55.793499,2.4054,124,22,102,40.4159012,7.1705599,33.2453003,61.0443001,13.6696997,54.0942001,64.5337982,7.4744802,235.5249939,59.5976982,101.5849991,58.0287018,302.4869995,5.3024402,72.2499008,65.8115005,5.5193,0
"113","EMMAOR_NELKT2-04A_2017",157.1779938,3.0306399,417.8859863,252.4019928,8.5131798,0.411176,187.2899933,41.9399986,35.2736015,55.793499,55.793499,2.4054,124,22,102,40.4159012,7.1705599,33.2453003,61.0443001,13.6696997,54.0942001,64.5337982,7.4744802,235.5249939,59.5976982,101.5849991,58.0287018,302.4869995,5.3024402,72.2499008,65.8115005,84.848999,0
"114","EMMAOR_NELKT2-05A_2019",167.4459991,4.1849399,423.9710083,235.2929993,8.8245001,0.640263,176.4900055,72.9899979,18.6474991,56.0281982,56.0281982,4.0774398,134,20,114,43.6752014,6.5186901,37.1565018,57.5242004,23.7900009,19.9855003,22.6424007,13.5609999,220.8309937,40.7047997,78.9648972,63.9351006,370.4750061,10.1562004,55.4415016,0,0,0
"115","EMMAOR_NELKT2-06A_2015",169.6439972,2.88923,339.1470032,185.0449982,13.5691996,0.653058,176.3999939,79.0199966,15.9097996,56.3801994,56.3801994,2.2880599,134,13,121,43.6752014,4.2371502,39.4380989,57.4948997,25.7553997,16.1702995,17.5081997,13.1836004,257.2030029,40.9800987,67.1036987,44.0666008,359.6080017,10.1653996,0,0,0,0
"116","EMMAOR_NELKT2-06A_2017",164.897995,2.87714,332.75,187.576004,13.6591997,0.63675,177.5700073,76.4100037,16.7395,55.7641983,55.7641983,2.37606,133,13,120,43.3493004,4.2371502,39.1122017,57.8762016,24.9046993,27.0286007,33.1246986,12.8618002,255.2100067,36.6380005,68.8740005,45.3190002,371.4670105,9.9862003,0,0,0,0
"117","EMMAOR_NELKT2-07A_2021",187.6710052,2.8685999,370.2080078,213.246994,12.7620001,0.517105,191.4299927,58.9500008,26.3602009,61.7775993,61.7775993,3.1387501,129,15,114,42.0456009,4.88902,37.1565018,62.3936996,19.2138004,9.5208502,9.5863895,9.3080502,262.8959961,39.9096985,71.899498,56.7725983,434.3569946,7.0904002,50.3372993,47.967701,0,0
"118","EMMAOR_NELKT2-10A_2019",86.3775024,17.4246006,478.5580139,385.7600098,3.6138501,1.09719,140.9400024,97.6500015,11.7405996,35.6408997,35.6408997,9.5042496,128,39,89,41.7196007,12.7114,29.0081997,45.9371986,31.8274994,63.1152992,88.5914993,26.3451004,124.5169983,83.6483994,72.773201,68.5975037,143.2910004,35.8666992,21.3845997,0,0,0
"119","EMMAOR_NELKT3-01A_2017",59.9113998,40.3983002,480.894989,412.3649902,2.4832699,2.2437899,121.6800003,130.1399994,11.6908998,27.0753994,27.0753994,17.4831009,107,49,58,34.875,15.9708004,18.9041996,39.6596985,42.417099,52.1787987,60.4435997,44.4511986,81.2006989,76.0022964,75.1255035,87.4624023,109.697998,68.6768036,22.1473007,21.8129997,20.0559998,0
"120","EMMAOR_NELKT3-03A_2014",16.3521004,52.3483009,347.4890137,503.0469971,1.25065,1.99,96.3000031,125.3700027,11.1787996,25.7259998,10.0029001,25.7259998,140,77,63,45.6307983,25.0970001,20.5338993,31.3875008,40.8624001,56.9618988,38.8321991,70.8878021,111.8499985,93.2302017,86.108902,58.0917015,30.2026997,92.1781998,11.8509998,16.8826008,34.5386009,0
"121","EMMAOR_NELKT3-03A_2019",37.6169014,24.1406994,486.3340149,451.5820007,1.52591,1.12846,100.7099991,102.6900024,9.0253401,19.4484997,19.4484997,15.1950998,157,66,91,51.1716995,21.5116997,29.6599998,32.8249016,33.4701996,41.019001,41.8552017,40.1990013,102.7789993,91.8908005,108.5400009,50.3739014,62.8190994,41.3476982,15.0776997,15.0363998,54.6296997,0
"122","EMMAOR_NELKT3-08A_2021",6.1856499,84.2511978,250.9309998,458.7030029,0.847742,3.8225,52.5600014,137.6100006,27.5021,34.9369011,3.75477,34.9369011,98,62,36,31.9416008,20.2078991,11.7335997,17.1310997,44.8518982,42.4346008,6.0088902,56.3474007,182.7489929,91.9476013,100.0800018,46.2890015,8.1418505,111.9869995,68.2312012,9.2593203,0,0
"123","EMMAOR_NFLAGC1-02A_2015",48.8627014,112.1019974,451.9249878,361.1860046,2.2807901,7.98136,86.6699982,175.5899963,25.9759007,45.1451988,21.1205997,45.1451988,60,38,22,19.5561008,12.3855,7.1705599,28.2488003,57.2308998,35.5110016,24.3141994,41.0377007,122.0059967,129.9069977,102.2350006,71.4849014,54.0111008,101.6669998,0,0,0,0
"124","EMMAOR_NFLAGC1-05A_2014",34.0267982,182.2330017,395.493988,385.2200012,2.0446899,11.5050001,65.4300003,207.0899963,38.1282997,63.2737007,15.2831001,63.2737007,50,32,18,16.2966995,10.4299002,5.8668199,21.3258991,67.4978027,24.1369991,31.6966,21.7486,140.201004,116.038002,106.4430008,82.6271973,44.857399,149.772995,0,0,0,0
"125","EMMAOR_NFLAGC1-05A_2015",40.0698013,179.1139984,393.5690002,427.0480042,2.4300001,9.3109102,77.7600021,204.8399963,33.6544991,62.3936996,17.8645,62.3936996,54,32,22,17.6005001,10.4299002,7.1705599,25.3446999,66.7645035,23.2821007,17.1145992,25.6233997,144.1909943,135.3760071,102.9100037,88.1677017,39.0315018,159.6390076,0,0,0,0
"126","EMMAOR_NFLAGC1-05A_2019",44.2503014,176.2160034,437.3829956,414.7470093,2.19818,9.6814299,72.5400009,203.3099976,35.1188011,61.6310005,18.4218006,61.6310005,54,33,21,17.6005001,10.7558002,6.8446298,23.6432991,66.2658005,22.7742996,22.9619007,22.7073002,141.177002,132.3430023,105.3349991,89.7104034,46.2094002,158.0690002,0.205339,0,0,0
"127","EMMAOR_NFLAGC1-06A_2014",30.6096992,196.8549957,362.92099,435.605011,2.1600001,9.8549995,66.9599991,216.8099976,38.8855019,67.3218002,14.1097002,67.3218002,53,31,22,17.2744999,10.1040001,7.1705599,21.8246002,70.6659012,25.0699997,15.0206003,28.1737003,151.3419952,144.5720062,92.0298996,105.9029999,28.4822998,214.996994,0,0,0,0
"128","EMMAOR_NFLAGC1-06A_2016",29.8153992,213.5390015,382.1260071,375.6650085,1.911,14.1300001,57.3300018,226.0800018,44.4337997,71.604599,13.2883997,71.604599,46,30,16,14.993,9.7780399,5.2149501,18.6858006,73.6873016,20.3941002,12.434,22.4125996,164.8939972,155.6560059,84.581398,114.5250015,25.3761997,281.6789856,0,0,0,0
"129","EMMAOR_NFLAGC1-06A_2017",32.7383003,210.9589996,397.0270081,374.7479858,1.9529999,14.0230999,58.5900002,224.3699951,43.5993004,70.9005966,14.1683998,70.9005966,46,30,16,14.993,9.7780399,5.2149501,19.0965004,73.1299973,19.9754009,12.5208998,21.9218998,161.1620026,154.9909973,83.6407013,112.0879974,27.0793991,271.4779968,0,0,0,0
"130","EMMAOR_NFLAGC1-07A_2014",63.4001007,109.572998,361.6300049,461.2990112,4.5036001,4.9180598,112.5899963,152.4600067,21.2907009,41.9771004,26.5473995,41.9771004,56,25,31,18.2523003,8.1483698,10.1040001,36.6969986,49.6920013,29.4580002,27.8987007,30.6096001,93.9274979,88.0947037,98.5973969,101.1119995,102.6959991,99.8349991,0,0,0,0
"131","EMMAOR_NFLAGC1-08A_2015",57.8925018,111.4540024,325.9599915,496.4349976,4.98,4.3460498,119.5199966,165.1499939,19.8724995,44.0891991,23.4085999,44.0891991,62,24,38,20.2078991,7.8224301,12.3855,38.9556999,53.8280983,30.8127995,15.8231001,41.6609001,105.9069977,92.0930023,111.8320007,77.5280991,72.293602,80.8339996,0,0,0,0
"132","EMMAOR_NFLAGC2-03A_2019",218.197998,9.17377,394.7019958,307.7479858,13.1611996,0.876122,223.7400055,42.9300003,43.3762016,72.0152969,72.0152969,4.6641202,66,17,49,21.5116997,5.5408902,15.9708004,72.9245987,13.9924002,14.5692997,13.1660995,21.8822002,172.5740051,35.0298004,160.4089966,130.3710022,482.928009,8.0546703,82.0475006,1.34004,77.3529968,0
"133","EMMAOR_NFLAGC2-06A_2019",218.3860016,5.2718801,261.1730042,282.1130066,27.9225006,0.588462,223.3800049,22.9500008,60.7094994,71.9859009,71.9859009,3.31475,47,8,39,15.3189001,2.60748,12.7114,72.8072968,7.4801998,12.0586996,12.5684004,7.0976701,250.0350037,61.2677994,168.2740021,61.1646004,340.1090088,3.9452,82.3702011,1.9352601,82.7386017,0
"134","EMMAOR_NFLAGC2-10A_2015",196.4490051,0.432273,347.1839905,92.5048981,15.0493002,0.232941,210.6900024,11.8800001,70.7947006,66.2950974,66.2950974,0.322675,65,14,51,21.1858006,4.5630798,16.6226997,68.6712036,3.8721001,32.1573982,33.9145012,0.9954,231.9640045,63.473999,79.9580002,73.4188995,337.3770142,0.959792,88.1783981,2.0148301,87.885498,0
"135","EMMAOR_NFLAGC2-10A_2019",185.7140045,0.763548,378.2210083,126.4869995,12.1341,0.293684,206.2799988,16.7399998,64.5207977,63.7723999,63.7723999,0.616016,74,17,57,24.1191998,5.5408902,18.5783005,67.2338028,5.4561501,44.3088989,47.7459984,1.95557,214.8029938,57.2363014,86.0683975,84.0738983,360.6940002,1.5731,85.4208984,5.7866802,85.4377975,0
"136","EMMAOR_NMDC1-01A_2019",213.3090057,3.6622701,329.401001,218.5859985,18,0.63383,216,29.7900009,53.2491989,69.9618988,69.9618988,2.8160801,59,12,47,19.2301006,3.9112201,15.3189001,70.4019012,9.70959,5.7809601,5.4239402,8.3696203,209.2949982,48.4776001,107.1940002,91.0979004,421.2420044,6.8059201,32.3554993,30.7476997,0.506095,0
"137","EMMAOR_NMDC1-03A_2014",38.5620003,19.9876995,483.2030029,360.8049927,1.58375,1.42586,114.0299988,99.8099976,9.4928999,21.1499004,21.1499004,9.6509199,142,72,70,46.2826996,23.4673004,22.8153992,37.1663017,32.5315018,53.6486015,51.3885994,56.2305984,99.2108994,93.9346008,82.9933014,47.1963997,60.353199,33.6637993,0,0,0,0
"138","EMMAOR_NMDC1-07A_2017",63.1845016,23.1865005,648.8389893,430.6940002,1.46602,1.18603,121.6800003,86.5800018,9.1416502,28.4834003,28.4834003,12.467,156,83,73,50.8457985,27.0526009,23.7931995,39.6596985,28.2194004,83.6296997,78.8925018,90.2873993,96.3659973,68.5602036,101.1869965,90.4627991,135.2100067,39.5854988,0,0,0,0
"139","EMMAOR_NMDC2-04A_2019",126.1760025,26.5653,505.5849915,274.3129883,4.7503099,3.11625,152.0099945,99.7200012,17.9540005,45.1158981,45.1158981,13.7869997,64,32,32,20.8598003,10.4299002,10.4299002,49.5452995,32.5022011,59.2184982,42.1763,85.1969986,101.2979965,76.5488968,68.1617966,120.375,184.7299957,56.0203018,0,0,0,0
