"","Measurement_ID","Trees_2550","PIPO_2550","Trees_50","PIPO_50","pPIPO"
"312","EMFWOR_NCAMC4-10A_2017",58.3333333333333,25,10,5,0.454545454545455
"313","EMFWOR_NCAMC4-10A_2018",91.6666666666667,33.3333333333333,2.5,0,0.333333333333333
"314","EMFWOR_NCAMC4-10B_2018",8.33333333333333,0,0,0,0
"315","EMFWOR_NCAMC5-01A_2015",16.6666666666667,8.33333333333333,2.5,2.5,0.4
"316","EMFWOR_NCAMC5-01A_2017",33.3333333333333,0,12.5,10,0.4
"317","EMFWOR_NCAMC5-01A_2018",25,0,2.5,2.5,0.2
"318","EMFWOR_NCAMC5-01A_2020",66.6666666666667,66.6666666666667,22.5,22.5,1
"319","EMFWOR_NCAMC7-06A_2015",91.6666666666667,16.6666666666667,5,5,0.307692307692308
"320","EMFWOR_NCAMC7-06A_2018",100,16.6666666666667,7.5,5,0.266666666666667
"321","EMFWOR_NCAMC7-06A_2020",16.6666666666667,0,5,2.5,0.166666666666667
"322","EMFWOR_NCAMC8-06A_2016",66.6666666666667,50,2.5,2.5,0.7
"323","EMFWOR_NCAMC8-07A_2017",25,25,2.5,2.5,0.666666666666667
"324","EMFWOR_NCAMC8-07A_2018",25,25,2.5,2.5,0.666666666666667
"325","EMFWOR_NCAMC8-07A_2019",25,25,2.5,2.5,0.666666666666667
"326","EMFWOR_NCAMC8-09A_2019",25,0,0,0,0
"327","EMFWOR_NCAMC8-09A_2020",66.6666666666667,0,7.5,2.5,0.0833333333333333
"328","EMFWOR_NLFTT2-01A_2017",58.3333333333333,0,0,0,0
"329","EMFWOR_NLFTT2-01A_2018",16.6666666666667,0,17.5,7.5,0.333333333333333
"330","EMFWOR_NLFTT2-01A_2018_pre",16.6666666666667,0,17.5,7.5,0.3
"331","EMFWOR_NLFTT2-01B_2018",41.6666666666667,8.33333333333333,5,5,0.333333333333333
"332","EMFWOR_NLILT1-07A_2019",8.33333333333333,0,7.5,7.5,0.75
"333","EMFWOR_NLILT1-07A_2019_pre",8.33333333333333,0,7.5,7.5,0.6
"334","EMFWOR_NLILT1-07A_2020",0,0,5,5,1
"335","EMFWOR_NLILT1-07A_2020_pre",0,0,5,5,0.5
"336","EMFWOR_NLILT1-08A_2021",33.3333333333333,8.33333333333333,2.5,2.5,0.4
"337","EMFWOR_NLILT1-08A_2021_pre",33.3333333333333,8.33333333333333,2.5,2.5,0.4
"338","EMFWOR_NLILT1-10A_2016",25,16.6666666666667,45,37.5,0.772727272727273
"339","EMFWOR_NLILT3-04A_2020",25,0,20,12.5,0.454545454545455
"340","EMFWOR_NLILT3-04A_2020_pre",25,0,20,12.5,0.454545454545455
"341","EMFWOR_NLILT3-10A_2017",33.3333333333333,33.3333333333333,15,15,1
"342","EMFWOR_NLILT3-10A_2017_pre",33.3333333333333,33.3333333333333,15,15,1
"343","EMFWOR_NLILT3-10A_2018",41.6666666666667,41.6666666666667,20,7.5,0.615384615384615
"344","EMFWOR_NLILT3-10A_2018_pre",41.6666666666667,41.6666666666667,20,7.5,0.615384615384615
"345","EMFWOR_NMUDT1-05A_2015",8.33333333333333,0,0,0,0
"346","EMFWOR_NMUDT1-05A_2016",8.33333333333333,0,0,0,0
"347","EMFWOR_NMUDT1-05A_2018",33.3333333333333,0,0,0,0
"348","EMFWOR_NMUDT1-05A_2020",0,0,0,0,0
"349","EMFWOR_NMUDT1-05A_2021",0,0,0,0,0
"350","EMFWOR_NPINT1-03A_2018",8.33333333333333,0,25,0,0
"351","EMFWOR_NRIMT1-01A_2015",16.6666666666667,8.33333333333333,10,10,0.714285714285714
"352","EMFWOR_NRIMT1-01A_2016",50,33.3333333333333,37.5,27.5,0.714285714285714
"353","EMFWOR_NSWRC2-09A_2016",16.6666666666667,0,5,0,0
"354","EMFWOR_NSWRC2-09A_2017",16.6666666666667,0,5,0,0
"355","EMFWOR_NSWRC2-09A_2018",16.6666666666667,0,5,0,0
"356","EMFWOR_NSWRC2-10A_2015",58.3333333333333,58.3333333333333,22.5,15,0.764705882352941
"357","EMFWOR_NSWRC3-03A_2019",8.33333333333333,8.33333333333333,17.5,2.5,0.222222222222222
"358","EMFWOR_NSWRC3-03A_2020",66.6666666666667,25,20,2.5,0.25
"359","EMFWOR_NSWRC3-03B_2018",25,16.6666666666667,12.5,12.5,0.7
"360","EMFWOR_NSWRC3-04A_2016",116.666666666667,0,15,12.5,0.25
"361","EMFWOR_NSWRC3-04A_2018",150,16.6666666666667,25,17.5,0.321428571428571
"362","EMFWOR_NSWRC3-04A_2020",175,0,12.5,5,0.0769230769230769
"363","EMFWOR_NSWRC3-09A_2015",16.6666666666667,16.6666666666667,27.5,5,0.307692307692308
"364","EMFWOR_NSWRC3-09A_2016",16.6666666666667,16.6666666666667,27.5,5,0.307692307692308
"365","EMFWOR_NSWRC3-09A_2018",58.3333333333333,25,22.5,12.5,0.5
"366","EMFWOR_NSWRC3-09A_2019",33.3333333333333,25,35,32.5,0.888888888888889
"367","EMFWOR_PINT1-01_2015",75,25,35,5,0.217391304347826
"368","EMFWOR_PINT1-02_2015",91.6666666666667,0,55,10,0.121212121212121
"369","EMFWOR_PINT1-02_2018",83.3333333333333,0,35,10,0.166666666666667
"370","EMFWOR_PINT1-03_2015",125,0,60,17.5,0.179487179487179
"371","EMFWOR_PINT1-03_2018",125,0,60,17.5,0.179487179487179
"372","EMFWOR_PINT1-04_2015",125,33.3333333333333,52.5,10,0.222222222222222
"373","EMFWOR_PINT1-04_2018",91.6666666666667,33.3333333333333,30,17.5,0.478260869565217
"374","EMFWOR_PINT1-05_2015",125,33.3333333333333,42.5,15,0.3125
"375","EMFWOR_PINT1-05_2018",125,33.3333333333333,42.5,15,0.3125
"376","EMFWOR_PINT1-06_2015",83.3333333333333,25,10,0,0.214285714285714
"377","EMFWOR_PINT1-06_2018",75,25,7.5,0,0.25
"378","EMFWOR_PINT1-06_pre",158.333333333333,50,17.5,0,0.230769230769231
"379","EMFWOR_PINT1-07_2015",175,0,37.5,22.5,0.25
"380","EMFWOR_PINT1-08_2015",91.6666666666667,0,65,30,0.324324324324324
"381","EMFWOR_PINT1-09_2015",100,25,62.5,40,0.513513513513513
"382","EMFWOR_PINT1-10_2015",75,8.33333333333333,45,45,0.703703703703704
"383","EMFWOR_PINT1-10_2018",50,8.33333333333333,50,50,0.807692307692308
"384","EMFWOR_RIMT1-01_2015",66.6666666666667,25,10,0,0.230769230769231
"385","EMFWOR_RIMT1-02_2015",233.333333333333,58.3333333333333,60,30,0.365384615384615
"386","EMFWOR_RIMT1-02_2019",100,41.6666666666667,27.5,15,0.478260869565217
"387","EMFWOR_RIMT1-03_2015",141.666666666667,83.3333333333333,62.5,40,0.619047619047619
"388","EMFWOR_RIMT1-03_2019",58.3333333333333,25,50,47.5,0.814814814814815
"389","EMFWOR_RIMT1-04_2015",116.666666666667,0,47.5,2.5,0.0303030303030303
"390","EMFWOR_RIMT1-04_2019",116.666666666667,0,52.5,2.5,0.0285714285714286
"391","EMFWOR_RIMT1-05_2015",33.3333333333333,0,17.5,12.5,0.416666666666667
"392","EMFWOR_RIMT1-05_2019",58.3333333333333,8.33333333333333,22.5,15,0.4375
"393","EMFWOR_RIMT1-06_2015",266.666666666667,41.6666666666667,15,10,0.263157894736842
"394","EMFWOR_RIMT1-06_2019",75,41.6666666666667,12.5,10,0.642857142857143
"395","EMFWOR_RIMT1-07_2015",116.666666666667,41.6666666666667,27.5,10,0.36
"396","EMFWOR_RIMT1-07_2019",91.6666666666667,41.6666666666667,15,10,0.529411764705882
"397","EMFWOR_RIMT1-08_2015",208.333333333333,8.33333333333333,52.5,17.5,0.173913043478261
"398","EMFWOR_RIMT1-08_2019",41.6666666666667,8.33333333333333,42.5,17.5,0.363636363636364
"399","EMFWOR_RIMT1-09_2015",233.333333333333,191.666666666667,2.5,0,0.793103448275862
"400","EMFWOR_RIMT1-09_2019",83.3333333333333,66.6666666666667,0,0,0.8
"401","EMFWOR_RIMT1-10_2015",366.666666666667,16.6666666666667,37.5,30,0.254237288135593
"402","EMFWOR_RIMT1-10_2019",41.6666666666667,16.6666666666667,30,30,0.823529411764706
"403","EMFWOR_SAGT1-01_2015",208.333333333333,8.33333333333333,27.5,27.5,0.333333333333333
"404","EMFWOR_SAGT1-01_2017",141.666666666667,8.33333333333333,25,25,0.407407407407407
"405","EMFWOR_SAGT1-02_2015",150,25,57.5,32.5,0.390243902439024
"406","EMFWOR_SAGT1-02_2017",50,33.3333333333333,35,27.5,0.75
"407","EMFWOR_SAGT1-03_2015",175,58.3333333333333,40,40,0.621621621621622
"408","EMFWOR_SAGT1-03_2017",91.6666666666667,50,30,30,0.782608695652174
"409","EMFWOR_SAGT1-04_2015",141.666666666667,58.3333333333333,90,82.5,0.754716981132076
"410","EMFWOR_SAGT1-04_2017",8.33333333333333,0,72.5,70,0.933333333333333
"411","EMFWOR_SAGT1-05_2015",308.333333333333,133.333333333333,60,45,0.557377049180328
"412","EMFWOR_SAGT1-05_2017",25,25,30,25,0.866666666666667
"413","EMFWOR_SAGT1-06_2015",83.3333333333333,41.6666666666667,52.5,42.5,0.709677419354839
"414","EMFWOR_SAGT1-06_2017",33.3333333333333,25,30,30,0.9375
"415","EMFWOR_SAGT1-07_2015",216.666666666667,216.666666666667,17.5,17.5,1
"416","EMFWOR_SAGT1-07_2017",33.3333333333333,33.3333333333333,12.5,12.5,1
"417","EMFWOR_SAGT1-08_2015",75,33.3333333333333,50,45,0.758620689655172
"418","EMFWOR_SAGT1-08_2018",50,33.3333333333333,52.5,52.5,0.925925925925926
"419","EMFWOR_SAGT1-09_2015",91.6666666666667,16.6666666666667,7.5,5,0.285714285714286
"420","EMFWOR_SAGT1-09_2018",58.3333333333333,8.33333333333333,15,7.5,0.307692307692308
"421","EMFWOR_SAGT1-10_2015",25,0,57.5,10,0.153846153846154
"422","EMFWOR_SAGT1-10_2018",8.33333333333333,0,30,12.5,0.384615384615385
"423","EMFWOR_SAGT2-01_2015",133.333333333333,41.6666666666667,32.5,17.5,0.413793103448276
"424","EMFWOR_SAGT2-01_2018",133.333333333333,41.6666666666667,32.5,17.5,0.413793103448276
"425","EMFWOR_SAGT2-02_2015",166.666666666667,8.33333333333333,25,10,0.166666666666667
"426","EMFWOR_SAGT2-03_2015",0,0,0,0,0
"427","EMFWOR_SAGT2-04_2015",125,25,25,2.5,0.16
"428","EMFWOR_SAGT2-04_2018",108.333333333333,58.3333333333333,20,2.5,0.380952380952381
"429","EMFWOR_SAGT2-05_2015",233.333333333333,33.3333333333333,25,10,0.210526315789474
"430","EMFWOR_SAGT2-05_2018",58.3333333333333,16.6666666666667,22.5,17.5,0.5625
"431","EMFWOR_SAGT2-06_2015",91.6666666666667,16.6666666666667,57.5,32.5,0.441176470588235
"432","EMFWOR_SAGT2-06_2018",25,0,32.5,27.5,0.6875
"433","EMFWOR_SAGT2-07_2015",141.666666666667,16.6666666666667,42.5,22.5,0.323529411764706
"434","EMFWOR_SAGT2-07_2018",83.3333333333333,33.3333333333333,17.5,17.5,0.647058823529412
"435","EMFWOR_SAGT2-08_2015",150,8.33333333333333,52.5,27.5,0.307692307692308
"436","EMFWOR_SAGT2-08_2018",25,8.33333333333333,45,45,0.904761904761905
"437","EMFWOR_SAGT2-09_2015",191.666666666667,25,55,22.5,0.266666666666667
"438","EMFWOR_SAGT2-10_2015",258.333333333333,0,20,10,0.102564102564103
"439","EMFWOR_SWRC1-01_2015",100,0,7.5,0,0
"440","EMFWOR_SWRC1-02_2015",58.3333333333333,0,27.5,0,0
"441","EMFWOR_SWRC1-03_2015",266.666666666667,0,75,0,0
"442","EMFWOR_SWRC1-04_2015",0,0,0,0,0
"443","EMFWOR_SWRC1-05_2015",41.6666666666667,25,12.5,0,0.272727272727273
"444","EMFWOR_SWRC1-06_2015",241.666666666667,8.33333333333333,32.5,5,0.0714285714285714
"445","EMFWOR_SWRC1-06_2017",233.333333333333,8.33333333333333,32.5,5,0.0731707317073171
"446","EMFWOR_SWRC1-07_2015",75,0,12.5,2.5,0.0666666666666667
"447","EMFWOR_SWRC1-08_2015",225,8.33333333333333,32.5,2.5,0.05
"448","EMFWOR_SWRC1-08_2017",225,8.33333333333333,30,2.5,0.0512820512820513
"449","EMFWOR_SWRC1-09_2015",116.666666666667,0,10,2.5,0.0555555555555556
"450","EMFWOR_SWRC1-09_2017",116.666666666667,0,10,2.5,0.0555555555555556
"451","EMFWOR_SWRC1-10_2015",158.333333333333,33.3333333333333,35,25,0.424242424242424
"452","EMFWOR_SWRC1-10_2017",133.333333333333,33.3333333333333,35,25,0.466666666666667
"453","EMFWOR_SWRC2-01_2015",83.3333333333333,8.33333333333333,30,10,0.227272727272727
"454","EMFWOR_SWRC2-01_2017",50,8.33333333333333,30,10,0.277777777777778
"455","EMFWOR_SWRC2-02_2015",100,25,30,12.5,0.32
"456","EMFWOR_SWRC2-02_2017",100,25,30,12.5,0.333333333333333
"457","EMFWOR_SWRC2-03_2015",25,8.33333333333333,5,5,0.428571428571429
"458","EMFWOR_SWRC2-04_2015",33.3333333333333,25,32.5,15,0.529411764705882
"459","EMFWOR_SWRC2-04_2017",33.3333333333333,25,32.5,15,0.529411764705882
"460","EMFWOR_SWRC2-05_2015",75,25,32.5,15,0.409090909090909
"461","EMFWOR_SWRC2-05_2017",75,25,32.5,15,0.409090909090909
"462","EMFWOR_SWRC2-06_2015",250,16.6666666666667,67.5,17.5,0.157894736842105
"463","EMFWOR_SWRC2-07_2015",341.666666666667,25,77.5,32.5,0.222222222222222
"464","EMFWOR_SWRC2-08_2015",308.333333333333,0,42.5,2.5,0.0185185185185185
"465","EMFWOR_SWRC2-09_2015",100,0,67.5,5,0.0512820512820513
"466","EMFWOR_SWRC2-10_2015",33.3333333333333,16.6666666666667,25,0,0.133333333333333
"467","EMFWOR_SWRC3-01_2015",25,16.6666666666667,50,45,0.869565217391304
"468","EMFWOR_SWRC3-02_2015",108.333333333333,100,50,47.5,0.939393939393939
"469","EMFWOR_SWRC3-03_2015",25,25,40,35,0.894736842105263
"470","EMFWOR_SWRC3-04_2015",50,50,5,5,1
"471","EMFWOR_SWRC3-05_2015",0,0,2.5,0,0
"472","EMFWOR_SWRC3-06_2015",41.6666666666667,0,10,5,0.2
"473","EMFWOR_SWRC3-07_2015",33.3333333333333,8.33333333333333,0,0,0.166666666666667
"474","EMFWOR_SWRC3-08_2015",50,8.33333333333333,10,2.5,0.181818181818182
"475","EMFWOR_SWRC3-09_2015",41.6666666666667,8.33333333333333,30,5,0.176470588235294
"476","EMFWOR_SWRC3-10_2015",75,25,10,7.5,0.461538461538462
"477","EMFWOR_SWRC4-01_2015",8.33333333333333,0,0,0,0
"478","EMFWOR_SWRC4-02_2015",0,0,2.5,2.5,1
"479","EMFWOR_SWRC4-02_pre",0,0,2.5,2.5,0.25
"480","EMFWOR_SWRC4-03_2015",0,0,0,0,0
"481","EMFWOR_SWRC4-04_2015",8.33333333333333,8.33333333333333,15,12.5,0.857142857142857
"482","EMFWOR_SWRC4-04_pre",8.33333333333333,8.33333333333333,15,12.5,0.857142857142857
"483","EMFWOR_SWRC4-05_2015",16.6666666666667,16.6666666666667,7.5,7.5,1
"484","EMFWOR_SWRC4-05_pre",16.6666666666667,16.6666666666667,7.5,7.5,0.714285714285714
"485","EMFWOR_SWRC4-06_2015",8.33333333333333,0,0,0,0
"486","EMFWOR_SWRC4-07_2015",8.33333333333333,0,0,0,0
"487","EMFWOR_SWRC4-08_2015",0,0,2.5,0,0
"488","EMFWOR_SWRC4-09_2015",41.6666666666667,0,5,5,0.25
"489","EMFWOR_SWRC4-10_2015",33.3333333333333,16.6666666666667,0,0,0.333333333333333
"490","EMMAOR_CLIFFC1-01_2014",208.333333333333,208.333333333333,7.5,5,0.964285714285714
"491","EMMAOR_CLIFFC1-02_2014",125,125,2.5,2.5,1
"492","EMMAOR_CLIFFC1-03_2014",158.333333333333,141.666666666667,32.5,27.5,0.875
"493","EMMAOR_CLIFFC1-04_2014",191.666666666667,191.666666666667,5,5,1
"494","EMMAOR_CLIFFC1-05_2014",266.666666666667,266.666666666667,7.5,7.5,1
"495","EMMAOR_CLIFFC1-06_2014",216.666666666667,216.666666666667,2.5,0,0.962962962962963
"496","EMMAOR_CLIFFC1-07_2014",116.666666666667,116.666666666667,37.5,37.5,1
"497","EMMAOR_CLIFFC1-08_2014",208.333333333333,208.333333333333,15,15,1
"498","EMMAOR_CLIFFC1-09_2014",133.333333333333,133.333333333333,15,15,1
"499","EMMAOR_CLIFFC1-10_2014",75,75,7.5,7.5,0.923076923076923
"500","EMMAOR_CLIFFC2-01_2014",116.666666666667,116.666666666667,0,0,1
"501","EMMAOR_CLIFFC2-02_2014",58.3333333333333,58.3333333333333,20,20,1
"502","EMMAOR_CLIFFC2-03_2014",183.333333333333,183.333333333333,20,20,1
"503","EMMAOR_CLIFFC2-04_2014",33.3333333333333,33.3333333333333,7.5,5,0.857142857142857
"504","EMMAOR_CLIFFC2-05_2014",66.6666666666667,66.6666666666667,20,17.5,0.9375
"505","EMMAOR_CLIFFC2-06_2014",66.6666666666667,58.3333333333333,2.5,2.5,0.888888888888889
"506","EMMAOR_CLIFFC2-07_2014",91.6666666666667,66.6666666666667,15,12.5,0.764705882352941
"507","EMMAOR_CLIFFC2-08_2014",108.333333333333,108.333333333333,10,10,1
"508","EMMAOR_CLIFFC2-09_2014",83.3333333333333,83.3333333333333,15,10,0.875
"509","EMMAOR_CLIFFC2-10_2014",208.333333333333,208.333333333333,2.5,2.5,1
"510","EMMAOR_CUBT1-01_2014",141.666666666667,83.3333333333333,17.5,15,0.666666666666667
"511","EMMAOR_CUBT1-01_2015",100,58.3333333333333,12.5,10,0.647058823529412
"512","EMMAOR_CUBT1-02_2014",200,100,20,7.5,0.53125
"513","EMMAOR_CUBT1-02_2015",25,8.33333333333333,2.5,2.5,0.5
"514","EMMAOR_CUBT1-03_2014",200,75,7.5,2.5,0.444444444444444
"515","EMMAOR_CUBT1-03_2015",33.3333333333333,8.33333333333333,7.5,2.5,0.285714285714286
"516","EMMAOR_CUBT1-04_2014",125,83.3333333333333,17.5,10,0.727272727272727
"517","EMMAOR_CUBT1-04_2015",25,25,0,0,1
"518","EMMAOR_CUBT1-05_2014",258.333333333333,116.666666666667,15,7.5,0.513513513513513
"519","EMMAOR_CUBT1-05_2015",50,41.6666666666667,2.5,2.5,0.857142857142857
"520","EMMAOR_CUBT1-06_2014",75,33.3333333333333,12.5,2.5,0.357142857142857
"521","EMMAOR_CUBT1-07_2014",208.333333333333,125,10,5,0.586206896551724
"522","EMMAOR_CUBT1-07_2015",75,8.33333333333333,0,0,0.111111111111111
"523","EMMAOR_CUBT1-08_2014",175,50,0,0,0.285714285714286
"524","EMMAOR_CUBT1-09_2014",125,116.666666666667,0,0,0.933333333333333
"525","EMMAOR_CUBT1-10_2014",116.666666666667,50,7.5,5,0.470588235294118
"526","EMMAOR_CUBT2-01_2014",83.3333333333333,83.3333333333333,15,10,0.875
"527","EMMAOR_CUBT2-01_2016",50,50,15,10,0.833333333333333
"528","EMMAOR_CUBT2-02_2014",83.3333333333333,75,15,10,0.8125
"529","EMMAOR_CUBT2-02_2015",83.3333333333333,75,15,10,0.8125
"530","EMMAOR_CUBT2-02_2016",50,50,15,10,0.833333333333333
"531","EMMAOR_CUBT2-03_2014",100,83.3333333333333,17.5,12.5,0.789473684210526
"532","EMMAOR_CUBT2-03_2016",25,25,10,10,1
"533","EMMAOR_CUBT2-04_2014",108.333333333333,91.6666666666667,22.5,15,0.772727272727273
"534","EMMAOR_CUBT2-04_2016",58.3333333333333,50,20,15,0.8
"535","EMMAOR_CUBT2-05_2014",125,75,20,5,0.478260869565217
"536","EMMAOR_CUBT2-06_2014",208.333333333333,208.333333333333,17.5,15,0.96875
"537","EMMAOR_CUBT2-06_2016",100,100,12.5,12.5,1
"538","EMMAOR_CUBT2-07_2014",200,183.333333333333,27.5,27.5,0.942857142857143
"539","EMMAOR_CUBT2-07_2016",200,183.333333333333,32.5,32.5,0.945945945945946
"540","EMMAOR_CUBT2-08_2014",175,175,10,10,1
"541","EMMAOR_CUBT2-08_2016",50,50,10,10,1
"542","EMMAOR_CUBT2-09_2014",200,200,17.5,15,0.967741935483871
"543","EMMAOR_CUBT2-09_2016",175,175,17.5,15,0.964285714285714
"544","EMMAOR_CUBT2-10_2014",141.666666666667,141.666666666667,2.5,0,0.944444444444444
"545","EMMAOR_CUBT2-10_2016",66.6666666666667,66.6666666666667,0,0,1
"546","EMMAOR_DUGC1-09_2014",66.6666666666667,16.6666666666667,27.5,12.5,0.368421052631579
"547","EMMAOR_DUGC1-10_2014",91.6666666666667,16.6666666666667,50,37.5,0.548387096774194
"548","EMMAOR_ELKT1-01_2014",166.666666666667,116.666666666667,12.5,2.5,0.6
"549","EMMAOR_ELKT1-02_2014",133.333333333333,0,47.5,10,0.114285714285714
"550","EMMAOR_ELKT1-03_2014",141.666666666667,8.33333333333333,35,25,0.354838709677419
"551","EMMAOR_ELKT1-04_2014",91.6666666666667,33.3333333333333,10,2.5,0.333333333333333
"552","EMMAOR_ELKT1-05_2014",83.3333333333333,75,12.5,12.5,0.933333333333333
"553","EMMAOR_ELKT1-06_2014",100,66.6666666666667,20,0,0.4
"554","EMMAOR_ELKT1-07_2014",108.333333333333,25,20,5,0.238095238095238
"555","EMMAOR_ELKT1-08_2014",158.333333333333,50,22.5,15,0.428571428571429
"556","EMMAOR_ELKT1-09_2014",158.333333333333,50,37.5,17.5,0.382352941176471
"557","EMMAOR_ELKT1-10_2014",100,83.3333333333333,32.5,7.5,0.52
"558","EMMAOR_ELKT2-01_2014",141.666666666667,141.666666666667,7.5,7.5,1
"559","EMMAOR_ELKT2-01_2019",91.6666666666667,91.6666666666667,7.5,7.5,1
"560","EMMAOR_ELKT2-02_2014",100,83.3333333333333,15,10,0.777777777777778
"561","EMMAOR_ELKT2-02_2019",41.6666666666667,33.3333333333333,5,5,0.857142857142857
"562","EMMAOR_ELKT2-03_2014",100,66.6666666666667,27.5,15,0.608695652173913
"563","EMMAOR_ELKT2-03_2019",50,33.3333333333333,25,15,0.625
"564","EMMAOR_ELKT2-04_2014",41.6666666666667,33.3333333333333,22.5,12.5,0.642857142857143
"565","EMMAOR_ELKT2-04_2019",8.33333333333333,8.33333333333333,20,10,0.555555555555556
"566","EMMAOR_ELKT2-05_2014",116.666666666667,116.666666666667,17.5,17.5,1
"567","EMMAOR_ELKT2-05_2019",108.333333333333,108.333333333333,22.5,22.5,1
"568","EMMAOR_ELKT2-06_2014",91.6666666666667,91.6666666666667,7.5,7.5,1
"569","EMMAOR_ELKT2-07_2014",108.333333333333,108.333333333333,5,5,0.9375
"570","EMMAOR_ELKT2-08_2014",158.333333333333,158.333333333333,15,15,1
"571","EMMAOR_ELKT2-09_2014",108.333333333333,108.333333333333,7.5,7.5,1
"572","EMMAOR_ELKT2-10_2014",166.666666666667,166.666666666667,27.5,27.5,1
"573","EMMAOR_ELKT3-01_2014",183.333333333333,0,17.5,2.5,0.0344827586206897
"574","EMMAOR_ELKT3-01_2021",100,0,10,2.5,0.0625
"575","EMMAOR_ELKT3-02_2014",83.3333333333333,0,45,27.5,0.392857142857143
"576","EMMAOR_ELKT3-02_2021",25,0,40,27.5,0.578947368421053
"577","EMMAOR_ELKT3-03_2014",25,0,15,10,0.4
"578","EMMAOR_ELKT3-04_2014",75,8.33333333333333,12.5,7.5,0.285714285714286
"579","EMMAOR_ELKT3-04_2021",75,8.33333333333333,12.5,7.5,0.285714285714286
"580","EMMAOR_ELKT3-05_2014",83.3333333333333,16.6666666666667,10,0,0.142857142857143
"581","EMMAOR_ELKT3-05_2021",116.666666666667,41.6666666666667,12.5,2.5,0.315789473684211
"582","EMMAOR_ELKT3-06_2014",66.6666666666667,0,15,7.5,0.214285714285714
"583","EMMAOR_ELKT3-06_2021",41.6666666666667,8.33333333333333,10,5,0.333333333333333
"584","EMMAOR_ELKT3-07_2014",83.3333333333333,8.33333333333333,17.5,15,0.411764705882353
"585","EMMAOR_ELKT3-07_2021",50,0,7.5,5,0.222222222222222
"586","EMMAOR_ELKT3-08_2014",100,8.33333333333333,37.5,30,0.481481481481481
"587","EMMAOR_ELKT3-08_2021",8.33333333333333,0,30,27.5,0.846153846153846
"588","EMMAOR_ELKT3-09_2014",91.6666666666667,8.33333333333333,17.5,5,0.166666666666667
"589","EMMAOR_ELKT3-09_2021",133.333333333333,25,17.5,5,0.217391304347826
"590","EMMAOR_ELKT3-10_2014",150,0,30,25,0.333333333333333
"591","EMMAOR_ELKT3-10_2021",66.6666666666667,0,25,15,0.333333333333333
"592","EMMAOR_FLAGC1-01_2014",166.666666666667,91.6666666666667,27.5,10,0.483870967741935
"593","EMMAOR_FLAGC1-02_2014",41.6666666666667,0,17.5,5,0.166666666666667
"594","EMMAOR_FLAGC1-03_2014",116.666666666667,16.6666666666667,62.5,42.5,0.487179487179487
"595","EMMAOR_FLAGC1-04_2014",83.3333333333333,41.6666666666667,65,62.5,0.833333333333333
"596","EMMAOR_FLAGC1-05_2014",100,58.3333333333333,47.5,45,0.806451612903226
"597","EMMAOR_FLAGC1-06_2014",75,33.3333333333333,32.5,17.5,0.478260869565217
"598","EMMAOR_FLAGC1-07_2014",8.33333333333333,0,37.5,35,0.875
"599","EMMAOR_FLAGC1-08_2014",191.666666666667,83.3333333333333,45,30,0.536585365853659
"600","EMMAOR_FLAGC1-09_2014",33.3333333333333,25,35,30,0.789473684210526
"601","EMMAOR_FLAGC1-10_2014",125,58.3333333333333,25,17.5,0.56
"602","EMMAOR_MDC1-01_2014",108.333333333333,91.6666666666667,22.5,22.5,1
"603","EMMAOR_MDC1-01_2021",83.3333333333333,83.3333333333333,22.5,22.5,1
"604","EMMAOR_MDC1-02_2014",58.3333333333333,16.6666666666667,72.5,72.5,1
"605","EMMAOR_MDC1-02_2021",16.6666666666667,16.6666666666667,62.5,62.5,1
"606","EMMAOR_MDC1-03_2014",33.3333333333333,33.3333333333333,37.5,37.5,1
"607","EMMAOR_MDC1-03_2021",33.3333333333333,33.3333333333333,37.5,37.5,1
"608","EMMAOR_MDC1-04_2014",25,8.33333333333333,0,0,0.2
"609","EMMAOR_MDC1-05_2014",50,25,37.5,37.5,0.954545454545455
"610","EMMAOR_MDC1-05_2021",16.6666666666667,16.6666666666667,32.5,32.5,1
"611","EMMAOR_MDC1-06_2014",33.3333333333333,33.3333333333333,30,30,1
"612","EMMAOR_MDC1-06_2021",33.3333333333333,33.3333333333333,30,30,1
"613","EMMAOR_MDC1-07_2014",41.6666666666667,25,32.5,32.5,0.947368421052632
"614","EMMAOR_MDC1-07_2021",25,25,30,30,1
"615","EMMAOR_MDC1-08_2014",66.6666666666667,16.6666666666667,10,10,0.461538461538462
"616","EMMAOR_MDC1-09_2014",25,16.6666666666667,15,10,0.6
"617","EMMAOR_MDC1-10_2014",116.666666666667,100,5,5,1
"618","EMMAOR_MDC1-10_2021",91.6666666666667,91.6666666666667,5,5,1
"619","EMMAOR_NCLIFFC1-07A_2015",116.666666666667,91.6666666666667,7.5,5,0.722222222222222
"620","EMMAOR_NCLIFFC1-07A_2019",66.6666666666667,58.3333333333333,5,5,0.818181818181818
"621","EMMAOR_NCLIFFC1-08A_2015",66.6666666666667,58.3333333333333,10,7.5,0.769230769230769
"622","EMMAOR_NCLIFFC1-08A_2016",41.6666666666667,0,15,5,0.166666666666667
"623","EMMAOR_NCLIFFC1-08A_2017",0,0,7.5,0,0
"624","EMMAOR_NCLIFFC1-08A_2019",0,0,7.5,0,0
"625","EMMAOR_NCLIFFC1-08B_2017",41.6666666666667,0,15,5,0.166666666666667
"626","EMMAOR_NCLIFFC2-04A_2017",66.6666666666667,8.33333333333333,5,2.5,0.2
